year,date,team1,team2,team1_venue,team1_outcome,team1_score,team2_score
2021,1/15/21,Southern Miss,Middle Tennessee,H,W,84,54
2021,1/16/21,Southern Miss,Middle Tennessee,H,W,64,59
2021,1/22/21,Southern Miss,UTSA,A,L,64,70
2021,1/23/21,Southern Miss,UTSA,A,L,72,78
2021,1/28/21,Southern Miss,Louisiana Tech,H,L,63,76
2021,1/30/21,Southern Miss,Louisiana Tech,A,L,62,65
2021,2/5/21,Southern Miss,Rice,A,L,62,88
2021,2/6/21,Southern Miss,Rice,A,L,68,76
2021,2/12/21,Southern Miss,North Texas,H,L,49,65
2021,2/13/21,Southern Miss,North Texas,H,L,56,68
2021,2/19/21,Southern Miss,FIU,A,W,85,72
2021,2/26/21,Southern Miss,Florida Atlantic,H,L,60,69
2021,2/27/21,Southern Miss,Florida Atlantic,H,L,66,73
2021,3/9/21,Southern Miss,Rice,N,L,52,61
2021,11/25/20,Drake,Kansas St.,A,W,80,70
2021,11/27/20,Drake,South Dakota,N,W,69,53
2021,12/3/20,Drake,Nebraska Omaha,H,W,87,66
2021,12/13/20,Drake,Air Force,H,W,81,53
2021,12/18/20,Drake,South Dakota,A,W,75,57
2021,12/20/20,Drake,Chicago St.,H,W,111,67
2021,12/22/20,Drake,North Dakota,H,W,88,55
2021,12/27/20,Drake,Indiana St.,A,W,81,63
2021,12/28/20,Drake,Indiana St.,A,W,73,66
2021,1/3/21,Drake,Southern Illinois,H,W,73,55
2021,1/4/21,Drake,Southern Illinois,H,W,86,55
2021,1/26/21,Drake,Missouri St.,A,W,68,61
2021,1/27/21,Drake,Missouri St.,A,W,78,73
2021,1/31/21,Drake,Illinois St.,H,W,78,76
2021,2/1/21,Drake,Illinois St.,H,W,95,60
2021,2/6/21,Drake,Valparaiso,A,W,80,77
2021,2/7/21,Drake,Valparaiso,A,L,57,74
2021,2/10/21,Drake,Northern Iowa,H,W,80,59
2021,2/13/21,Drake,Loyola Chicago,H,L,54,81
2021,2/14/21,Drake,Loyola Chicago,H,W,51,50
2021,2/17/21,Drake,Northern Iowa,A,W,77,69
2021,2/21/21,Drake,Evansville,H,W,85,71
2021,2/22/21,Drake,Evansville,H,W,74,63
2021,2/26/21,Drake,Bradley,A,W,80,71
2021,2/27/21,Drake,Bradley,A,L,61,67
2021,3/6/21,Drake,Missouri St.,N,W,71,69
2021,3/7/21,Drake,Loyola Chicago,N,L,65,75
2021,3/18/21,Drake,Wichita St.,N,W,53,52
2021,3/20/21,Drake,USC,N,L,56,72
2021,12/19/20,NJIT,Temple,A,L,60,72
2021,12/23/20,NJIT,Rider,A,W,81,66
2021,12/27/20,NJIT,Vermont,A,L,78,92
2021,12/28/20,NJIT,Vermont,A,W,81,80
2021,1/2/21,NJIT,UMass Lowell,A,W,73,67
2021,1/3/21,NJIT,UMass Lowell,A,L,60,74
2021,1/9/21,NJIT,Maine,H,W,63,54
2021,1/10/21,NJIT,Maine,H,L,41,45
2021,1/16/21,NJIT,Albany,A,L,75,83
2021,1/17/21,NJIT,Albany,A,L,71,83
2021,1/23/21,NJIT,Stony Brook,H,W,74,65
2021,1/24/21,NJIT,Stony Brook,H,L,44,56
2021,1/31/21,NJIT,UMBC,H,W,69,65
2021,2/2/21,NJIT,UMBC,H,L,71,75
2021,2/13/21,NJIT,Hartford,A,W,67,57
2021,2/14/21,NJIT,Hartford,A,L,61,75
2021,2/20/21,NJIT,Binghamton,H,L,63,76
2021,2/21/21,NJIT,Binghamton,H,L,58,72
2021,2/27/21,NJIT,Albany,N,L,66,76
2021,12/11/20,Northeastern,Massachusetts,A,L,79,94
2021,12/13/20,Northeastern,Massachusetts,H,W,78,75
2021,12/16/20,Northeastern,Syracuse,A,L,56,62
2021,12/20/20,Northeastern,Old Dominion,A,L,62,66
2021,12/22/20,Northeastern,Georgia,A,L,58,76
2021,12/29/20,Northeastern,West Virginia,A,L,51,73
2021,1/2/21,Northeastern,Elon,H,W,75,52
2021,1/3/21,Northeastern,Elon,H,W,66,58
2021,1/7/21,Northeastern,Hofstra,A,W,81,78
2021,1/9/21,Northeastern,Hofstra,H,W,67,56
2021,1/16/21,Northeastern,College of Charlesto,A,W,67,62
2021,1/17/21,Northeastern,College of Charlesto,A,W,68,66
2021,1/23/21,Northeastern,James Madison,H,W,72,63
2021,1/24/21,Northeastern,James Madison,H,L,72,79
2021,2/13/21,Northeastern,Towson,A,W,76,67
2021,2/14/21,Northeastern,Towson,A,L,57,68
2021,2/17/21,Northeastern,North Carolina,A,L,62,82
2021,3/7/21,Northeastern,William & Mary,N,W,63,47
2021,3/8/21,Northeastern,Drexel,N,L,67,74
2021,12/4/20,Stetson,Miami FL,A,L,60,82
2021,12/6/20,Stetson,Florida,A,L,40,86
2021,12/8/20,Stetson,South Florida,A,L,62,73
2021,12/15/20,Stetson,Florida Atlantic,H,W,78,69
2021,1/8/21,Stetson,North Alabama,A,W,86,77
2021,1/9/21,Stetson,North Alabama,A,L,66,73
2021,1/15/21,Stetson,Liberty,H,W,65,59
2021,1/16/21,Stetson,Liberty,H,L,58,68
2021,1/22/21,Stetson,Bellarmine,A,L,62,67
2021,1/23/21,Stetson,Bellarmine,A,L,65,76
2021,1/29/21,Stetson,Florida Gulf Coast,A,L,63,64
2021,1/30/21,Stetson,Florida Gulf Coast,A,W,77,66
2021,2/5/21,Stetson,Lipscomb,H,W,73,68
2021,2/6/21,Stetson,Lipscomb,H,L,61,69
2021,2/12/21,Stetson,Kennesaw St.,A,W,74,61
2021,2/13/21,Stetson,Kennesaw St.,A,L,75,83
2021,2/19/21,Stetson,Jacksonville,H,W,91,75
2021,2/20/21,Stetson,Jacksonville,H,L,82,86
2021,2/26/21,Stetson,North Florida,H,L,74,79
2021,2/27/21,Stetson,North Florida,H,W,85,68
2021,3/4/21,Stetson,Bellarmine,N,W,73,70
2021,3/5/21,Stetson,Liberty,N,L,64,77
2021,3/22/21,Stetson,Bowling Green,N,W,53,52
2021,3/23/21,Stetson,Coastal Carolina,N,L,72,77
2021,12/8/20,Delaware,UMBC,A,L,61,76
2021,12/11/20,Delaware,George Washington,H,W,68,65
2021,12/19/20,Delaware,La Salle,A,L,61,71
2021,12/21/20,Delaware,Morgan St.,H,L,59,65
2021,1/2/21,Delaware,College of Charlesto,H,W,70,67
2021,1/3/21,Delaware,College of Charlesto,H,L,59,66
2021,1/9/21,Delaware,William & Mary,A,L,62,67
2021,1/15/21,Delaware,Hofstra,H,W,74,56
2021,1/17/21,Delaware,Hofstra,H,L,67,68
2021,1/23/21,Delaware,UNC Wilmington,A,L,70,77
2021,1/24/21,Delaware,UNC Wilmington,A,W,67,62
2021,1/30/21,Delaware,Elon,H,W,66,43
2021,1/31/21,Delaware,Elon,H,W,75,70
2021,3/7/21,Delaware,Hofstra,N,L,75,83
2021,1/2/21,Colgate,Army,H,W,101,57
2021,1/3/21,Colgate,Army,H,L,73,75
2021,1/9/21,Colgate,Boston University,A,W,86,79
2021,1/10/21,Colgate,Boston University,A,W,89,45
2021,1/16/21,Colgate,Holy Cross,H,W,95,55
2021,1/17/21,Colgate,Holy Cross,H,W,96,87
2021,1/30/21,Colgate,Holy Cross,A,W,74,63
2021,1/31/21,Colgate,Holy Cross,A,W,78,60
2021,2/13/21,Colgate,Army,A,W,84,74
2021,2/14/21,Colgate,Army,A,W,92,83
2021,2/20/21,Colgate,Boston University,H,W,82,72
2021,2/21/21,Colgate,Boston University,H,W,78,63
2021,3/6/21,Colgate,Boston University,H,W,77,69
2021,3/10/21,Colgate,Bucknell,H,W,105,75
2021,3/14/21,Colgate,Loyola MD,H,W,85,72
2021,3/19/21,Colgate,Arkansas,N,L,68,85
2021,12/3/20,Wright St.,Marshall,H,L,64,80
2021,12/5/20,Wright St.,Miami OH,H,W,71,47
2021,12/13/20,Wright St.,Bowling Green,A,W,85,67
2021,12/19/20,Wright St.,Detroit,A,W,93,70
2021,12/20/20,Wright St.,Detroit,A,W,85,72
2021,12/26/20,Wright St.,Green Bay,H,W,67,53
2021,12/27/20,Wright St.,Green Bay,H,W,90,77
2021,1/1/21,Wright St.,Oakland,A,W,90,51
2021,1/2/21,Wright St.,Oakland,A,L,71,81
2021,1/8/21,Wright St.,Youngstown St.,H,L,72,74
2021,1/9/21,Wright St.,Youngstown St.,H,W,93,55
2021,1/15/21,Wright St.,Cleveland St.,H,L,64,66
2021,1/16/21,Wright St.,Cleveland St.,H,W,85,49
2021,1/22/21,Wright St.,IUPUI,A,W,95,65
2021,1/23/21,Wright St.,IUPUI,A,W,100,72
2021,1/29/21,Wright St.,Robert Morris,H,W,79,70
2021,1/30/21,Wright St.,Robert Morris,H,W,86,56
2021,2/5/21,Wright St.,Illinois Chicago,A,W,72,47
2021,2/6/21,Wright St.,Illinois Chicago,A,W,77,57
2021,2/12/21,Wright St.,Milwaukee,H,W,92,81
2021,2/13/21,Wright St.,Milwaukee,H,W,92,82
2021,2/19/21,Wright St.,Northern Kentucky,A,L,75,81
2021,2/20/21,Wright St.,Northern Kentucky,A,W,77,71
2021,3/2/21,Wright St.,Milwaukee,H,L,92,94
2021,12/19/20,Albany,UMBC,H,L,64,65
2021,12/20/20,Albany,UMBC,H,L,60,65
2021,12/22/20,Albany,Niagara,H,L,65,70
2021,1/2/21,Albany,Vermont,A,W,63,62
2021,1/3/21,Albany,Vermont,A,L,66,74
2021,1/9/21,Albany,Saint Joseph's,A,L,64,67
2021,1/16/21,Albany,NJIT,H,W,83,75
2021,1/17/21,Albany,NJIT,H,W,83,71
2021,1/23/21,Albany,New Hampshire,A,L,64,71
2021,1/24/21,Albany,New Hampshire,A,W,83,64
2021,2/12/21,Albany,UMass Lowell,H,L,71,79
2021,2/13/21,Albany,UMass Lowell,H,W,81,69
2021,2/20/21,Albany,Stony Brook,H,L,43,59
2021,2/21/21,Albany,Stony Brook,H,W,67,59
2021,2/27/21,Albany,NJIT,N,W,76,66
2021,2/28/21,Albany,Hartford,A,L,77,83
2021,11/27/20,UNC Asheville,UNC Wilmington,H,L,68,76
2021,11/28/20,UNC Asheville,Western Carolina,H,L,81,83
2021,12/5/20,UNC Asheville,South Carolina St.,H,W,77,56
2021,12/12/20,UNC Asheville,High Point,H,W,80,67
2021,12/13/20,UNC Asheville,High Point,H,W,90,84
2021,12/16/20,UNC Asheville,Chattanooga,A,L,66,69
2021,12/22/20,UNC Asheville,Marshall,A,L,67,88
2021,12/30/20,UNC Asheville,Longwood,A,W,80,73
2021,12/31/20,UNC Asheville,Longwood,A,L,55,65
2021,1/9/21,UNC Asheville,Hampton,A,L,71,73
2021,1/10/21,UNC Asheville,Hampton,A,W,85,77
2021,1/14/21,UNC Asheville,Charleston Southern,H,W,92,54
2021,1/15/21,UNC Asheville,Charleston Southern,H,W,83,75
2021,1/19/21,UNC Asheville,Gardner Webb,A,W,79,75
2021,1/20/21,UNC Asheville,Gardner Webb,A,L,57,84
2021,1/24/21,UNC Asheville,Radford,H,W,76,68
2021,1/25/21,UNC Asheville,Radford,H,L,63,73
2021,1/28/21,UNC Asheville,Winthrop,A,L,80,84
2021,1/29/21,UNC Asheville,Winthrop,A,W,57,55
2021,3/1/21,UNC Asheville,Longwood,H,L,61,77
2021,12/11/20,Canisius,Marist,H,W,81,72
2021,12/12/20,Canisius,Marist,H,L,52,56
2021,12/27/20,Canisius,Monmouth,A,L,66,84
2021,12/28/20,Canisius,Monmouth,A,L,69,97
2021,1/1/21,Canisius,Saint Peter's,H,W,70,58
2021,1/2/21,Canisius,Saint Peter's,H,W,63,60
2021,2/12/21,Canisius,Quinnipiac,A,W,74,67
2021,2/13/21,Canisius,Quinnipiac,A,W,89,70
2021,2/19/21,Canisius,Fairfield,A,W,80,69
2021,2/20/21,Canisius,Fairfield,A,L,53,66
2021,3/4/21,Canisius,Siena,A,L,66,73
2021,3/5/21,Canisius,Siena,A,W,76,75
2021,3/8/21,Canisius,Rider,N,L,76,78
2021,11/25/20,Western Carolina,UNC Wilmington,N,W,98,76
2021,11/27/20,Western Carolina,Troy,N,L,64,66
2021,11/28/20,Western Carolina,UNC Asheville,A,W,83,81
2021,12/6/20,Western Carolina,Tennessee Tech,H,W,76,75
2021,12/12/20,Western Carolina,North Carolina A&T,A,W,104,98
2021,12/15/20,Western Carolina,VCU,A,L,68,93
2021,12/18/20,Western Carolina,College of Charlesto,A,W,76,70
2021,12/30/20,Western Carolina,East Tennessee St.,A,L,78,86
2021,1/16/21,Western Carolina,Mercer,A,L,76,78
2021,1/18/21,Western Carolina,Samford,A,L,78,82
2021,1/20/21,Western Carolina,East Tennessee St.,H,L,48,59
2021,1/23/21,Western Carolina,Wofford,A,L,78,91
2021,1/27/21,Western Carolina,VMI,A,L,61,87
2021,1/30/21,Western Carolina,Furman,H,L,69,75
2021,2/1/21,Western Carolina,The Citadel,H,W,76,75
2021,2/3/21,Western Carolina,Chattanooga,H,L,67,74
2021,2/6/21,Western Carolina,The Citadel,A,L,63,74
2021,2/10/21,Western Carolina,VMI,H,W,74,72
2021,2/13/21,Western Carolina,Furman,A,L,70,88
2021,2/17/21,Western Carolina,Chattanooga,A,L,81,89
2021,2/20/21,Western Carolina,Wofford,H,L,56,80
2021,2/22/21,Western Carolina,UNC Greensboro,H,L,56,77
2021,2/24/21,Western Carolina,UNC Greensboro,A,W,81,80
2021,2/27/21,Western Carolina,Mercer,H,W,85,61
2021,3/5/21,Western Carolina,The Citadel,N,L,86,100
2021,11/25/20,South Dakota St.,West Virginia,N,L,71,79
2021,11/26/20,South Dakota St.,Utah St.,N,W,83,59
2021,11/27/20,South Dakota St.,Saint Mary's,N,L,59,72
2021,12/2/20,South Dakota St.,Iowa St.,A,W,71,68
2021,12/4/20,South Dakota St.,Bradley,A,W,88,84
2021,12/10/20,South Dakota St.,North Dakota St.,N,W,77,75
2021,12/11/20,South Dakota St.,North Dakota,N,W,74,62
2021,12/12/20,South Dakota St.,South Dakota,N,L,78,91
2021,1/8/21,South Dakota St.,Western Illinois,H,W,83,77
2021,1/9/21,South Dakota St.,Western Illinois,H,W,92,63
2021,1/22/21,South Dakota St.,North Dakota,H,W,92,73
2021,1/23/21,South Dakota St.,North Dakota,H,W,85,74
2021,2/5/21,South Dakota St.,South Dakota,H,L,56,64
2021,2/6/21,South Dakota St.,South Dakota,H,W,89,78
2021,2/13/21,South Dakota St.,Oral Roberts,A,L,86,103
2021,2/14/21,South Dakota St.,Oral Roberts,A,W,95,80
2021,2/19/21,South Dakota St.,North Dakota St.,A,W,68,67
2021,2/20/21,South Dakota St.,North Dakota St.,A,L,82,84
2021,2/26/21,South Dakota St.,UMKC,H,W,67,49
2021,2/27/21,South Dakota St.,UMKC,H,W,89,77
2021,3/6/21,South Dakota St.,Nebraska Omaha,N,W,84,71
2021,3/8/21,South Dakota St.,Oral Roberts,N,L,88,90
2021,12/28/20,New Mexico St.,Cal St. Northridge,A,L,63,66
2021,1/29/21,New Mexico St.,Grand Canyon,A,L,62,70
2021,1/30/21,New Mexico St.,Grand Canyon,A,L,53,65
2021,2/5/21,New Mexico St.,Cal Baptist,H,L,75,85
2021,2/6/21,New Mexico St.,Cal Baptist,H,W,97,70
2021,2/12/21,New Mexico St.,Seattle,A,L,72,83
2021,2/13/21,New Mexico St.,Seattle,A,W,65,58
2021,2/19/21,New Mexico St.,Utah Valley,N,L,66,69
2021,2/20/21,New Mexico St.,Utah Valley,N,W,67,60
2021,2/26/21,New Mexico St.,Tarleton St.,A,W,78,51
2021,2/27/21,New Mexico St.,Tarleton St.,A,L,55,64
2021,3/2/21,New Mexico St.,UT Rio Grande Valley,N,W,69,51
2021,3/5/21,New Mexico St.,Utah Tech,A,W,76,66
2021,3/6/21,New Mexico St.,Utah Tech,A,W,68,56
2021,3/11/21,New Mexico St.,UT Rio Grande Valley,N,W,77,61
2021,3/12/21,New Mexico St.,Utah Valley,N,W,78,62
2021,3/13/21,New Mexico St.,Grand Canyon,N,L,56,74
2021,11/25/20,Purdue,Liberty,N,W,77,64
2021,11/26/20,Purdue,Clemson,N,L,70,81
2021,12/1/20,Purdue,Oakland,H,W,93,50
2021,12/4/20,Purdue,Valparaiso,H,W,68,61
2021,12/8/20,Purdue,Miami FL,A,L,54,58
2021,12/12/20,Purdue,Indiana St.,H,W,80,68
2021,12/16/20,Purdue,Ohio St.,H,W,67,60
2021,12/19/20,Purdue,Notre Dame,N,W,88,78
2021,12/22/20,Purdue,Iowa,A,L,55,70
2021,12/25/20,Purdue,Maryland,H,W,73,70
2021,12/29/20,Purdue,Rutgers,A,L,76,81
2021,1/2/21,Purdue,Illinois,A,L,58,66
2021,1/8/21,Purdue,Michigan St.,A,W,55,54
2021,1/14/21,Purdue,Indiana,A,W,81,69
2021,1/17/21,Purdue,Penn St.,H,W,80,72
2021,1/19/21,Purdue,Ohio St.,A,W,67,65
2021,1/22/21,Purdue,Michigan,H,L,53,70
2021,1/30/21,Purdue,Minnesota,H,W,81,62
2021,2/2/21,Purdue,Maryland,A,L,60,61
2021,2/6/21,Purdue,Northwestern,H,W,75,70
2021,2/11/21,Purdue,Minnesota,A,L,68,71
2021,2/16/21,Purdue,Michigan St.,H,W,75,65
2021,2/20/21,Purdue,Nebraska,A,W,75,58
2021,2/26/21,Purdue,Penn St.,A,W,73,52
2021,3/2/21,Purdue,Wisconsin,H,W,73,69
2021,3/6/21,Purdue,Indiana,H,W,67,58
2021,3/12/21,Purdue,Ohio St.,N,L,78,87
2021,3/19/21,Purdue,North Texas,N,L,69,78
2021,11/25/20,UT Arlington,Oklahoma St.,H,L,68,75
2021,11/27/20,UT Arlington,Louisiana Tech,A,L,71,76
2021,11/28/20,UT Arlington,Northwestern St.,N,W,80,71
2021,12/2/20,UT Arlington,Arkansas,A,L,60,72
2021,12/4/20,UT Arlington,Tulsa,A,L,64,79
2021,1/1/21,UT Arlington,Little Rock,A,L,93,102
2021,1/2/21,UT Arlington,Little Rock,A,L,62,75
2021,1/8/21,UT Arlington,Louisiana Monroe,A,W,77,64
2021,1/9/21,UT Arlington,Louisiana Monroe,A,W,75,74
2021,1/15/21,UT Arlington,Louisiana Lafayette,H,W,91,86
2021,1/16/21,UT Arlington,Louisiana Lafayette,H,L,51,68
2021,1/22/21,UT Arlington,Little Rock,H,L,59,66
2021,1/23/21,UT Arlington,Little Rock,H,W,66,61
2021,1/29/21,UT Arlington,Arkansas St.,A,L,75,83
2021,1/30/21,UT Arlington,Arkansas St.,A,W,65,64
2021,2/5/21,UT Arlington,Louisiana Monroe,H,W,63,56
2021,2/6/21,UT Arlington,Louisiana Monroe,H,W,58,52
2021,2/11/21,UT Arlington,Texas St.,H,L,56,63
2021,2/13/21,UT Arlington,Texas St.,A,L,68,79
2021,2/22/21,UT Arlington,Louisiana Lafayette,A,L,74,76
2021,2/26/21,UT Arlington,Arkansas St.,H,W,73,71
2021,2/27/21,UT Arlington,Arkansas St.,H,W,64,56
2021,3/5/21,UT Arlington,Troy,N,L,86,91
2021,12/19/20,Missouri St.,Northwestern St.,H,W,94,67
2021,12/21/20,Missouri St.,Little Rock,H,W,85,77
2021,12/27/20,Missouri St.,Northern Iowa,A,W,79,59
2021,12/28/20,Missouri St.,Northern Iowa,A,L,75,85
2021,1/2/21,Missouri St.,Indiana St.,H,W,84,74
2021,1/3/21,Missouri St.,Indiana St.,H,W,70,66
2021,1/9/21,Missouri St.,Valparaiso,A,W,81,68
2021,1/10/21,Missouri St.,Valparaiso,A,W,78,68
2021,1/26/21,Missouri St.,Drake,H,L,61,68
2021,1/27/21,Missouri St.,Drake,H,L,73,78
2021,1/31/21,Missouri St.,Loyola Chicago,H,L,46,72
2021,2/1/21,Missouri St.,Loyola Chicago,H,L,50,70
2021,2/6/21,Missouri St.,Illinois St.,A,W,74,67
2021,2/7/21,Missouri St.,Illinois St.,A,W,72,62
2021,2/10/21,Missouri St.,Southern Illinois,H,W,65,53
2021,2/13/21,Missouri St.,Bradley,H,W,80,58
2021,2/14/21,Missouri St.,Bradley,H,W,72,57
2021,2/17/21,Missouri St.,Southern Illinois,A,W,68,53
2021,2/26/21,Missouri St.,Evansville,A,W,90,81
2021,2/27/21,Missouri St.,Evansville,A,L,63,72
2021,3/5/21,Missouri St.,Valparaiso,N,W,66,55
2021,3/6/21,Missouri St.,Drake,N,L,69,71
2021,11/25/20,Oregon St.,California,H,W,71,63
2021,12/2/20,Oregon St.,Washington St.,A,L,55,59
2021,12/6/20,Oregon St.,Wyoming,H,L,73,76
2021,12/10/20,Oregon St.,Portland,H,L,86,87
2021,12/16/20,Oregon St.,UTSA,H,W,73,61
2021,12/22/20,Oregon St.,Portland St.,H,W,67,62
2021,1/2/21,Oregon St.,California,H,W,73,64
2021,1/4/21,Oregon St.,Stanford,H,L,71,81
2021,1/14/21,Oregon St.,Arizona,H,L,64,98
2021,1/16/21,Oregon St.,Arizona St.,H,W,80,79
2021,1/19/21,Oregon St.,USC,H,W,58,56
2021,1/23/21,Oregon St.,Oregon,A,W,75,64
2021,1/28/21,Oregon St.,USC,A,L,62,75
2021,1/30/21,Oregon St.,UCLA,A,L,52,57
2021,2/4/21,Oregon St.,Washington,H,W,91,71
2021,2/6/21,Oregon St.,Washington St.,H,W,68,66
2021,2/8/21,Oregon St.,Colorado,A,L,49,78
2021,2/11/21,Oregon St.,Arizona,A,L,61,70
2021,2/14/21,Oregon St.,Arizona St.,A,L,73,75
2021,2/18/21,Oregon St.,Utah,H,W,74,56
2021,2/20/21,Oregon St.,Colorado,H,L,57,61
2021,2/25/21,Oregon St.,California,A,W,59,57
2021,2/27/21,Oregon St.,Stanford,A,W,73,62
2021,3/3/21,Oregon St.,Utah,A,W,75,70
2021,3/7/21,Oregon St.,Oregon,H,L,67,80
2021,3/11/21,Oregon St.,UCLA,N,W,83,79
2021,3/12/21,Oregon St.,Oregon,N,W,75,64
2021,3/13/21,Oregon St.,Colorado,N,W,70,68
2021,3/19/21,Oregon St.,Tennessee,N,W,70,56
2021,3/21/21,Oregon St.,Oklahoma St.,N,W,80,70
2021,3/27/21,Oregon St.,Loyola Chicago,N,W,65,58
2021,3/29/21,Oregon St.,Houston,N,L,61,67
2021,11/25/20,UMBC,Georgetown,A,L,62,70
2021,11/28/20,UMBC,St. Francis PA,A,W,80,65
2021,12/7/20,UMBC,George Washington,H,W,92,81
2021,12/8/20,UMBC,Delaware,H,W,76,61
2021,12/13/20,UMBC,Coppin St.,A,W,66,49
2021,12/19/20,UMBC,Albany,A,W,65,64
2021,12/20/20,UMBC,Albany,A,W,65,60
2021,12/27/20,UMBC,Binghamton,H,W,74,67
2021,12/28/20,UMBC,Binghamton,H,L,69,75
2021,1/9/21,UMBC,New Hampshire,A,W,69,54
2021,1/10/21,UMBC,New Hampshire,A,W,68,66
2021,1/16/21,UMBC,Hartford,H,L,63,70
2021,1/17/21,UMBC,Hartford,H,W,57,49
2021,1/31/21,UMBC,NJIT,A,L,65,69
2021,2/2/21,UMBC,NJIT,A,W,75,71
2021,2/7/21,UMBC,Stony Brook,A,W,71,65
2021,2/8/21,UMBC,Stony Brook,A,W,60,48
2021,2/18/21,UMBC,Vermont,H,L,71,80
2021,2/19/21,UMBC,Vermont,H,W,66,55
2021,3/6/21,UMBC,UMass Lowell,H,L,77,79
2021,11/26/20,Kansas,Gonzaga,N,L,90,102
2021,11/27/20,Kansas,Saint Joseph's,N,W,94,72
2021,12/1/20,Kansas,Kentucky,N,W,65,62
2021,12/5/20,Kansas,North Dakota St.,H,W,65,61
2021,12/8/20,Kansas,Creighton,H,W,73,72
2021,12/11/20,Kansas,Nebraska Omaha,H,W,95,50
2021,12/17/20,Kansas,Texas Tech,A,W,58,57
2021,12/22/20,Kansas,West Virginia,H,W,79,65
2021,1/2/21,Kansas,Texas,H,L,59,84
2021,1/5/21,Kansas,TCU,A,W,93,64
2021,1/9/21,Kansas,Oklahoma,H,W,63,59
2021,1/12/21,Kansas,Oklahoma St.,A,L,70,75
2021,1/18/21,Kansas,Baylor,A,L,69,77
2021,1/23/21,Kansas,Oklahoma,A,L,68,75
2021,1/28/21,Kansas,TCU,H,W,59,51
2021,1/30/21,Kansas,Tennessee,A,L,61,80
2021,2/2/21,Kansas,Kansas St.,H,W,74,51
2021,2/6/21,Kansas,West Virginia,A,L,79,91
2021,2/8/21,Kansas,Oklahoma St.,H,W,78,66
2021,2/11/21,Kansas,Iowa St.,H,W,97,64
2021,2/13/21,Kansas,Iowa St.,A,W,64,50
2021,2/17/21,Kansas,Kansas St.,A,W,59,41
2021,2/20/21,Kansas,Texas Tech,H,W,67,61
2021,2/23/21,Kansas,Texas,A,L,72,75
2021,2/27/21,Kansas,Baylor,H,W,71,58
2021,3/4/21,Kansas,UTEP,H,W,67,62
2021,3/11/21,Kansas,Oklahoma,N,W,69,62
2021,3/20/21,Kansas,Eastern Washington,N,W,93,84
2021,3/22/21,Kansas,USC,N,L,51,85
2021,11/25/20,Old Dominion,Maryland,A,L,67,85
2021,11/28/20,Old Dominion,William & Mary,H,W,86,78
2021,12/2/20,Old Dominion,Norfolk St.,A,W,80,66
2021,12/12/20,Old Dominion,VCU,A,L,54,77
2021,12/20/20,Old Dominion,Northeastern,H,W,66,62
2021,1/1/21,Old Dominion,FIU,A,L,67,82
2021,1/2/21,Old Dominion,FIU,A,W,71,66
2021,1/8/21,Old Dominion,Florida Atlantic,H,W,71,67
2021,1/9/21,Old Dominion,Florida Atlantic,H,W,64,55
2021,1/15/21,Old Dominion,Rice,A,L,59,69
2021,1/16/21,Old Dominion,Rice,A,W,61,58
2021,2/5/21,Old Dominion,Marshall,H,W,82,81
2021,2/6/21,Old Dominion,Marshall,H,L,67,87
2021,2/10/21,Old Dominion,Charlotte,A,W,78,76
2021,2/13/21,Old Dominion,Charlotte,H,W,64,45
2021,2/19/21,Old Dominion,UAB,A,L,69,76
2021,2/20/21,Old Dominion,UAB,A,W,65,58
2021,2/26/21,Old Dominion,Middle Tennessee,H,W,67,61
2021,2/27/21,Old Dominion,Middle Tennessee,H,W,73,60
2021,3/5/21,Old Dominion,Western Kentucky,A,W,71,69
2021,3/6/21,Old Dominion,Western Kentucky,A,L,57,60
2021,3/11/21,Old Dominion,North Texas,N,L,55,61
2021,12/5/20,Rider,Syracuse,A,L,52,87
2021,12/8/20,Rider,St. John's,A,L,79,82
2021,12/11/20,Rider,Manhattan,A,W,82,64
2021,12/12/20,Rider,Manhattan,A,L,77,87
2021,12/18/20,Rider,Iona,H,L,56,70
2021,12/19/20,Rider,Iona,H,L,64,72
2021,12/23/20,Rider,NJIT,H,L,66,81
2021,1/1/21,Rider,Fairfield,A,W,70,62
2021,1/2/21,Rider,Fairfield,A,L,56,72
2021,1/8/21,Rider,Niagara,A,W,76,70
2021,1/9/21,Rider,Niagara,A,L,55,66
2021,1/15/21,Rider,Siena,H,L,69,78
2021,1/16/21,Rider,Siena,H,L,72,74
2021,1/22/21,Rider,Marist,H,W,76,64
2021,1/23/21,Rider,Marist,H,L,67,76
2021,2/20/21,Rider,Quinnipiac,A,L,64,80
2021,2/21/21,Rider,Quinnipiac,A,L,68,93
2021,2/26/21,Rider,Saint Peter's,A,L,52,66
2021,2/27/21,Rider,Saint Peter's,A,W,78,65
2021,3/4/21,Rider,Monmouth,H,L,74,77
2021,3/5/21,Rider,Monmouth,H,L,62,65
2021,3/8/21,Rider,Canisius,N,W,78,76
2021,3/11/21,Rider,Saint Peter's,N,L,60,75
2021,11/27/20,Syracuse,Bryant,H,W,85,84
2021,12/3/20,Syracuse,Niagara,H,W,75,45
2021,12/5/20,Syracuse,Rider,H,W,87,52
2021,12/8/20,Syracuse,Rutgers,A,L,69,79
2021,12/12/20,Syracuse,Boston College,A,W,101,63
2021,12/16/20,Syracuse,Northeastern,H,W,62,56
2021,12/19/20,Syracuse,Buffalo,H,W,107,96
