year,date,team1,team2,team1_venue,team1_outcome,team1_score,team2_score,team1_history_1,team1_history_2,team1_history_3,team1_history_4,team1_history_5,team1_history_6,team1_history_7,team1_history_8,team1_history_9,team1_history_10,team2_history_1,team2_history_2,team2_history_3,team2_history_4,team2_history_5,team2_history_6,team2_history_7,team2_history_8,team2_history_9,team2_history_10
2015,1/17/15,San Jose St.,Colorado St.,H,L,41,70,L,L,L,L,L,L,L,L,L,L,W,W,W,W,W,W,L,L,W,W
2015,1/21/15,San Jose St.,Boise St.,A,L,36,86,L,L,L,L,L,L,L,L,L,L,W,W,W,W,L,L,L,L,W,W
2015,1/28/15,San Jose St.,Air Force,H,L,52,66,L,L,L,L,L,L,L,L,L,L,L,W,L,L,W,L,L,L,L,L
2015,1/31/15,San Jose St.,New Mexico,A,L,41,67,L,L,L,L,L,L,L,L,L,L,W,L,W,W,L,W,W,L,W,L
2015,2/7/15,San Jose St.,Nevada,H,L,57,60,L,L,L,L,L,L,L,L,L,L,W,W,W,L,L,L,L,L,L,L
2015,2/14/15,San Jose St.,Wyoming,A,L,60,77,L,L,L,L,L,L,L,L,L,L,W,W,L,W,W,L,W,W,L,L
2015,2/18/15,San Jose St.,Utah St.,H,L,54,76,L,L,L,L,L,L,L,L,L,L,L,L,W,W,L,W,L,L,W,W
2015,2/25/15,San Jose St.,Colorado St.,A,L,56,72,L,L,L,L,L,L,L,L,L,L,W,W,L,W,L,W,W,L,W,W
2015,2/28/15,San Jose St.,Nevada,A,L,51,62,L,L,L,L,L,L,L,L,L,L,L,L,L,L,W,L,W,L,L,L
2015,3/4/15,San Jose St.,Boise St.,H,L,51,68,L,L,L,L,L,L,L,L,L,L,W,W,W,W,W,L,W,W,W,W
2015,3/7/15,San Jose St.,UNLV,H,L,58,71,L,L,L,L,L,L,L,L,L,L,W,W,L,W,L,L,W,L,W,L
2015,12/22/14,Clemson,Oakland,H,W,70,60,W,L,L,W,W,W,L,W,W,L,L,L,L,W,L,W,W,L,L,L
2015,1/3/15,Clemson,North Carolina,H,L,50,74,L,W,W,W,L,W,W,L,W,W,L,W,W,L,W,L,W,W,W,W
2015,1/7/15,Clemson,Louisville,A,L,52,58,W,W,W,L,W,W,L,W,W,L,W,W,W,W,W,W,W,L,W,W
2015,1/10/15,Clemson,Pittsburgh,A,W,71,62,W,W,L,W,W,L,W,W,L,L,W,L,W,W,W,W,W,W,L,W
2015,1/13/15,Clemson,Virginia,A,L,42,65,W,L,W,W,L,W,W,L,L,W,W,W,W,W,W,W,W,W,W,W
2015,1/17/15,Clemson,Syracuse,H,W,66,53,L,W,W,L,W,W,L,L,W,L,L,W,L,W,W,W,W,W,W,W
2015,1/19/15,Clemson,Florida St.,H,L,55,59,W,W,L,W,W,L,L,W,L,W,L,W,W,W,W,L,W,L,L,L
2015,1/24/15,Clemson,Wake Forest,H,W,59,57,W,L,W,W,L,L,W,L,W,L,W,L,W,W,W,L,L,W,L,L
2015,1/28/15,Clemson,North Carolina St.,A,W,68,57,L,W,W,L,L,W,L,W,L,W,L,W,L,W,L,W,L,W,L,L
2015,2/4/15,Clemson,Florida St.,A,W,62,56,W,L,L,W,L,W,L,W,W,W,W,L,W,L,L,L,W,L,W,W
2015,2/10/15,Clemson,Notre Dame,H,L,58,60,L,W,L,W,L,W,W,W,W,L,W,L,W,W,W,W,W,L,W,L
2015,2/16/15,Clemson,Georgia Tech,A,L,52,63,L,W,L,W,W,W,W,L,L,W,L,L,L,L,W,L,L,W,L,L
2015,2/21/15,Clemson,Duke,A,L,56,78,W,L,W,W,W,W,L,L,W,L,W,W,W,L,W,W,W,W,W,W
2015,2/28/15,Clemson,Georgia Tech,H,W,70,63,L,W,W,W,W,L,L,W,L,L,L,W,L,L,W,L,L,W,L,L
2015,3/3/15,Clemson,North Carolina St.,H,L,61,66,W,W,W,W,L,L,W,L,L,W,L,L,L,W,L,L,W,W,W,L
2015,3/7/15,Clemson,Notre Dame,A,L,67,81,W,W,W,L,L,W,L,L,W,L,W,W,L,W,L,W,W,W,L,W
2015,3/11/15,Clemson,Florida St.,N,L,73,76,W,W,L,L,W,L,L,W,L,L,W,L,W,L,W,W,L,L,L,W
2015,1/3/15,George Mason,La Salle,H,W,70,62,W,L,L,L,W,L,L,W,W,L,W,L,L,L,L,W,L,W,W,W
2015,1/14/15,George Mason,St. Bonaventure,A,L,55,75,L,W,L,L,W,W,L,W,L,L,W,W,W,L,W,L,L,W,L,L
2015,1/24/15,George Mason,Davidson,H,L,73,80,L,L,W,W,L,W,L,L,L,L,W,W,W,L,W,L,W,W,L,W
2015,1/29/15,George Mason,Saint Louis,H,W,68,60,L,W,W,L,W,L,L,L,L,L,W,W,W,L,L,L,L,W,L,L
2015,1/31/15,George Mason,Duquesne,A,L,53,62,W,W,L,W,L,L,L,L,L,W,L,W,L,W,L,L,L,L,L,L
2015,2/4/15,George Mason,VCU,H,L,60,72,W,L,W,L,L,L,L,L,W,L,W,W,W,W,W,W,W,W,W,L
2015,2/11/15,George Mason,Davidson,A,L,71,92,W,L,L,L,L,L,W,L,L,L,W,L,W,W,L,W,W,L,L,W
2015,2/18/15,George Mason,Fordham,H,L,68,80,L,L,L,L,W,L,L,L,L,W,L,L,L,L,L,L,L,W,L,W
2015,2/25/15,George Mason,Dayton,A,L,63,76,L,L,W,L,L,L,L,W,L,L,W,L,W,L,W,L,W,W,W,L
2015,2/28/15,George Mason,Saint Louis,A,W,78,50,L,W,L,L,L,L,W,L,L,L,L,L,L,W,L,L,L,L,W,L
2015,3/7/15,George Mason,VCU,A,L,60,71,L,L,L,L,W,L,L,L,W,L,L,W,L,L,W,W,W,L,L,L
2015,3/11/15,George Mason,Fordham,N,L,65,71,L,L,L,W,L,L,L,W,L,L,L,W,L,W,W,L,W,L,L,L
2015,12/21/14,UTEP,Alcorn St.,H,W,78,45,W,W,W,W,L,L,L,W,W,L,L,L,L,L,L,L,L,L,L,L
2015,12/22/14,UTEP,Kent St.,N,W,78,75,W,W,W,L,L,L,W,W,L,W,L,W,W,W,L,L,W,W,W,W
2015,1/4/15,UTEP,Rice,A,W,66,57,W,L,L,L,W,W,L,W,W,W,L,L,W,L,L,L,L,L,L,W
2015,1/8/15,UTEP,Louisiana Tech,H,L,45,58,L,L,L,W,W,L,W,W,W,W,W,W,W,W,W,L,L,W,L,W
2015,1/22/15,UTEP,Western Kentucky,A,L,66,71,W,W,L,W,W,W,W,L,W,W,W,L,W,W,L,W,W,W,W,W
2015,1/24/15,UTEP,Marshall,A,L,71,78,W,L,W,W,W,W,L,W,W,L,L,L,L,L,L,L,L,L,L,L
2015,1/29/15,UTEP,UAB,H,W,71,69,L,W,W,W,W,L,W,W,L,L,L,L,L,W,W,W,L,W,W,W
2015,2/5/15,UTEP,Florida Atlantic,A,W,63,56,W,W,W,L,W,W,L,L,W,W,W,W,L,L,L,L,W,L,L,L
2015,2/12/15,UTEP,Charlotte,H,W,73,68,W,L,W,W,L,L,W,W,W,W,L,W,W,L,L,L,W,L,W,L
2015,2/14/15,UTEP,Old Dominion,H,W,62,47,L,W,W,L,L,W,W,W,W,W,W,L,W,W,L,L,W,W,W,L
2015,2/26/15,UTEP,Louisiana Tech,A,L,60,77,W,L,L,W,W,W,W,W,W,W,L,W,W,W,L,W,W,W,W,L
2015,3/7/15,UTEP,Rice,H,W,68,65,W,W,W,W,W,W,W,L,L,W,L,L,W,W,W,L,W,L,L,W
2015,3/17/15,UTEP,Murray St.,A,L,66,81,W,W,W,W,L,L,W,W,W,L,W,W,W,W,W,W,W,W,W,L
2015,1/20/15,McNeese St.,Abilene Christian,H,W,63,56,L,W,L,L,L,W,L,L,L,L,L,L,L,W,W,L,W,W,W,L
2015,1/24/15,McNeese St.,Northwestern St.,A,L,67,93,W,L,L,L,W,L,L,L,L,W,L,L,W,L,W,L,W,L,W,L
2015,1/31/15,McNeese St.,New Orleans,H,W,68,61,L,L,W,L,L,L,L,W,L,L,L,W,L,W,L,L,L,L,L,W
2015,2/7/15,McNeese St.,Nicholls St.,A,L,59,70,W,L,L,L,L,W,L,L,W,W,L,L,L,W,L,L,W,L,L,W
2015,2/9/15,McNeese St.,New Orleans,A,L,71,81,L,L,L,L,W,L,L,W,W,L,W,L,L,L,L,L,W,L,L,L
2015,2/14/15,McNeese St.,Northwestern St.,H,L,72,75,L,L,L,W,L,L,W,W,L,L,L,W,L,W,L,W,W,W,W,L
2015,2/21/15,McNeese St.,Lamar,A,L,53,58,L,W,L,L,W,W,L,L,L,W,W,L,W,L,L,W,L,L,W,W
2015,2/24/15,McNeese St.,Central Arkansas,A,W,77,60,W,L,L,W,W,L,L,L,W,L,L,L,L,L,L,W,L,L,L,L
2015,2/28/15,McNeese St.,Nicholls St.,H,W,83,78,L,L,W,W,L,L,L,W,L,W,L,W,L,L,W,W,L,L,L,L
2015,3/2/15,McNeese St.,Lamar,H,W,70,69,L,W,W,L,L,L,W,L,W,W,L,L,W,L,L,W,W,W,L,W
2015,3/8/15,McNeese St.,Central Arkansas,H,W,70,68,W,W,L,L,L,W,L,W,W,W,L,W,L,L,L,L,L,W,L,L
2015,3/12/15,McNeese St.,Northwestern St.,N,L,89,96,L,L,L,W,L,W,W,W,W,W,W,W,L,W,W,W,W,W,L,W
2015,12/28/14,Bradley,Illinois Chicago,H,W,68,60,L,W,W,L,L,W,L,L,L,L,L,L,L,L,L,L,W,L,L,L
2015,12/31/14,Bradley,Loyola Chicago,A,L,49,64,W,W,L,L,W,L,L,L,L,W,L,W,W,L,W,W,W,W,W,W
2015,1/3/15,Bradley,Southern Illinois,H,W,63,44,W,L,L,W,L,L,L,L,W,L,L,W,W,W,L,W,W,L,L,L
2015,1/7/15,Bradley,Wichita St.,A,L,43,63,L,L,W,L,L,L,L,W,L,W,L,W,W,W,W,W,W,L,W,W
2015,1/10/15,Bradley,Evansville,H,L,56,66,L,W,L,L,L,L,W,L,W,L,W,W,W,L,W,W,W,W,L,L
2015,1/21/15,Bradley,Southern Illinois,A,L,59,70,L,L,L,W,L,W,L,L,L,L,W,W,L,L,L,L,L,L,L,W
2015,1/24/15,Bradley,Missouri St.,H,W,61,59,L,L,W,L,W,L,L,L,L,L,L,L,W,W,W,L,L,L,L,L
2015,1/28/15,Bradley,Drake,H,L,57,69,L,W,L,W,L,L,L,L,L,W,W,L,L,L,L,L,L,W,L,L
2015,1/31/15,Bradley,Indiana St.,A,L,58,64,W,L,W,L,L,L,L,L,W,L,L,W,W,W,W,W,L,L,W,L
2015,2/4/15,Bradley,Wichita St.,H,L,59,62,L,W,L,L,L,L,L,W,L,L,W,W,W,W,W,W,W,W,W,L
2015,2/7/15,Bradley,Evansville,A,W,56,53,W,L,L,L,L,L,W,L,L,L,L,L,W,W,L,W,W,W,L,L
2015,2/11/15,Bradley,Drake,A,L,54,60,L,L,L,L,L,W,L,L,L,W,L,L,L,W,L,L,W,W,W,L
2015,2/15/15,Bradley,Loyola Chicago,H,L,53,58,L,L,L,L,W,L,L,L,W,L,L,W,L,L,L,L,L,W,L,W
2015,2/25/15,Bradley,Missouri St.,A,L,77,80,L,W,L,L,L,W,L,L,L,L,L,L,L,W,L,L,L,L,W,L
2015,2/28/15,Bradley,Indiana St.,H,L,52,60,W,L,L,L,W,L,L,L,L,L,W,L,W,L,W,L,W,L,W,L
2015,3/5/15,Bradley,Drake,N,W,52,50,L,L,L,W,L,L,L,L,L,L,W,W,W,L,W,L,L,W,L,L
2015,12/20/14,VCU,Cincinnati,A,W,68,47,W,W,W,L,W,L,W,L,W,W,L,W,W,W,W,W,L,W,L,W
2015,12/29/14,VCU,Cleveland St.,H,W,72,63,W,L,W,L,W,L,W,W,W,W,W,L,L,W,L,W,L,L,W,L
2015,1/4/15,VCU,Fordham,A,W,75,58,L,W,L,W,L,W,W,W,W,W,L,L,L,L,W,W,L,L,W,W
2015,1/7/15,VCU,Davidson,H,W,71,65,W,L,W,L,W,W,W,W,W,W,L,W,W,W,W,W,W,W,L,W
2015,1/17/15,VCU,Duquesne,A,W,70,64,L,W,W,W,W,W,W,W,W,W,L,L,L,W,L,W,L,W,L,L
2015,1/23/15,VCU,Saint Louis,A,W,63,61,W,W,W,W,W,W,W,W,W,W,L,W,W,W,L,L,L,L,W,L
2015,2/4/15,VCU,George Mason,A,W,72,60,W,W,W,W,W,W,W,W,W,L,W,L,W,L,L,L,L,L,W,L
2015,2/7/15,VCU,St. Bonaventure,A,L,71,73,W,W,W,W,W,W,W,W,L,W,L,W,L,L,W,W,W,L,L,W
2015,2/11/15,VCU,La Salle,H,L,69,74,W,W,W,W,W,W,W,L,W,L,L,L,W,L,W,L,W,W,W,L
2015,2/17/15,VCU,Saint Louis,H,W,74,54,W,W,W,W,W,L,W,L,L,W,L,W,L,L,L,L,W,L,L,L
2015,2/28/15,VCU,Dayton,H,L,55,59,W,W,L,W,L,L,W,W,W,L,L,W,L,W,L,W,W,W,L,W
2015,3/5/15,VCU,Davidson,A,L,55,82,W,L,W,L,L,W,W,W,L,L,W,L,L,W,W,W,W,W,W,W
2015,3/7/15,VCU,George Mason,H,W,71,60,L,W,L,L,W,W,W,L,L,L,L,L,L,L,W,L,L,L,W,L
2015,3/12/15,VCU,Fordham,N,W,63,57,W,L,L,W,W,W,L,L,L,W,W,L,W,W,L,W,L,L,L,W
2015,3/14/15,VCU,Davidson,N,W,93,73,L,W,W,W,L,L,L,W,W,W,W,W,W,W,W,W,W,W,W,W
2015,3/15/15,VCU,Dayton,N,W,71,65,W,W,W,L,L,L,W,W,W,W,W,W,W,L,W,W,W,L,W,W
2015,12/22/14,Colorado St.,Charleston Southern,H,W,75,54,W,W,W,W,W,W,W,W,W,W,W,W,L,W,L,W,L,W,L,L
2015,12/27/14,Colorado St.,New Mexico St.,A,W,58,57,W,W,W,W,W,W,W,W,W,W,W,L,W,W,L,L,W,L,L,L
2015,12/31/14,Colorado St.,Boise St.,H,W,71,65,W,W,W,W,W,W,W,W,W,W,W,W,L,W,L,W,W,W,W,L
2015,1/3/15,Colorado St.,New Mexico,A,L,53,66,W,W,W,W,W,W,W,W,W,W,W,L,L,W,W,W,W,W,L,W
2015,1/7/15,Colorado St.,Wyoming,H,L,54,60,W,W,W,W,W,W,W,W,W,L,W,W,W,L,L,W,W,W,W,W
2015,1/10/15,Colorado St.,Air Force,A,W,92,87,W,W,W,W,W,W,W,W,L,L,L,L,W,W,W,L,W,L,L,W
2015,1/14/15,Colorado St.,Nevada,H,W,98,42,W,W,W,W,W,W,W,L,L,W,L,L,L,L,L,L,W,W,W,L
2015,1/17/15,Colorado St.,San Jose St.,A,W,70,41,W,W,W,W,W,W,L,L,W,W,L,L,L,L,L,L,L,L,L,L
2015,1/27/15,Colorado St.,Boise St.,A,L,78,82,W,W,W,W,L,L,W,W,W,W,W,W,L,L,L,L,W,W,W,W
2015,2/4/15,Colorado St.,Wyoming,A,L,48,59,W,W,L,L,W,W,W,W,L,W,W,W,W,W,W,L,W,W,L,W
2015,2/7/15,Colorado St.,UNLV,H,W,83,82,W,L,L,W,W,W,W,L,W,L,L,L,L,W,L,L,L,W,W,W
2015,2/10/15,Colorado St.,New Mexico,H,W,70,59,L,L,W,W,W,W,L,W,L,W,W,L,W,W,L,W,L,W,L,L
2015,2/21/15,Colorado St.,Air Force,H,W,66,53,W,W,W,L,W,L,W,W,L,W,L,L,L,L,W,L,W,W,L,W
2015,2/25/15,Colorado St.,San Jose St.,H,W,72,56,W,W,L,W,L,W,W,L,W,W,L,L,L,L,L,L,L,L,L,L
2015,3/4/15,Colorado St.,Nevada,A,W,78,62,W,L,W,L,W,W,L,W,W,W,L,L,L,W,L,W,L,L,L,W
2015,3/7/15,Colorado St.,Utah St.,A,W,75,70,L,W,L,W,W,L,W,W,W,W,W,L,L,W,W,W,W,W,W,L
2015,3/18/15,Colorado St.,South Dakota St.,H,L,76,86,W,W,L,W,W,W,W,W,W,L,W,L,W,W,W,W,L,W,W,L
2015,12/31/14,Penn St.,Wisconsin,A,L,72,89,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L,W,W,W,W,W
2015,1/3/15,Penn St.,Rutgers,A,L,46,50,W,W,W,W,W,W,W,W,W,L,W,L,W,L,W,W,L,W,W,L
2015,1/6/15,Penn St.,Michigan,H,L,64,73,W,W,W,W,W,W,W,W,L,L,L,W,W,L,L,L,L,W,W,L
2015,1/21/15,Penn St.,Michigan St.,A,L,60,66,W,W,W,W,W,L,L,L,L,L,W,W,W,L,W,L,W,W,W,L
2015,1/24/15,Penn St.,Rutgers,H,W,79,51,W,W,W,W,L,L,L,L,L,L,L,W,W,L,W,L,W,L,L,L
2015,1/28/15,Penn St.,Minnesota,H,W,63,58,W,W,W,L,L,L,L,L,L,W,W,W,L,L,L,L,L,W,L,W
2015,2/4/15,Penn St.,Maryland,A,L,58,64,W,L,L,L,L,L,L,W,W,L,W,W,W,L,W,W,W,L,W,L
2015,2/7/15,Penn St.,Nebraska,H,W,56,43,L,L,L,L,L,L,W,W,L,L,L,L,W,W,L,W,W,L,L,W
2015,2/14/15,Penn St.,Maryland,H,L,73,76,L,L,L,L,W,W,L,L,W,L,L,W,W,W,L,W,L,W,L,W
2015,2/18/15,Penn St.,Wisconsin,H,L,47,55,L,L,L,W,W,L,L,W,L,L,W,L,W,W,W,W,W,W,W,W
2015,2/21/15,Penn St.,Northwestern,A,L,39,60,L,L,W,W,L,L,W,L,L,L,L,L,L,L,L,L,L,L,W,W
2015,2/28/15,Penn St.,Iowa,H,L,77,81,L,W,W,L,L,W,L,L,L,L,L,L,L,W,W,L,L,W,W,W
2015,3/8/15,Penn St.,Minnesota,A,W,79,76,W,L,L,W,L,L,L,L,L,L,W,L,W,W,W,L,L,L,W,L
2015,3/11/15,Penn St.,Nebraska,N,W,68,65,L,L,W,L,L,L,L,L,L,W,L,W,L,L,L,L,L,L,L,L
2015,3/12/15,Penn St.,Iowa,N,W,67,58,L,W,L,L,L,L,L,L,W,W,W,W,L,L,W,W,W,W,W,W
2015,12/20/14,La Salle,Towson,A,W,67,53,W,W,W,W,L,L,L,L,W,L,L,L,W,W,W,W,W,W,L,L
2015,12/23/14,La Salle,Hofstra,A,W,83,74,W,W,W,L,L,L,L,W,L,W,W,L,W,W,L,W,W,W,W,L
2015,12/30/14,La Salle,Penn,H,W,84,67,W,W,L,L,L,L,W,L,W,W,L,L,L,L,L,L,W,W,W,L
2015,1/3/15,La Salle,George Mason,A,L,62,70,W,L,L,L,L,W,L,W,W,W,W,L,L,L,W,L,L,W,W,L
2015,1/14/15,La Salle,Dayton,A,L,50,61,L,L,W,L,W,W,W,L,L,W,W,W,W,L,W,W,W,W,W,W
2015,1/17/15,La Salle,Fordham,H,W,60,49,L,W,L,W,W,W,L,L,W,L,W,W,L,L,W,W,L,L,L,L
2015,1/31/15,La Salle,St. Bonaventure,A,W,66,56,W,W,W,L,L,W,L,W,L,W,W,L,L,W,L,L,W,W,W,L
2015,2/11/15,La Salle,VCU,A,W,74,69,L,L,W,L,W,L,W,W,W,L,W,W,W,W,W,W,W,L,W,L
2015,2/14/15,La Salle,Davidson,H,L,69,77,L,W,L,W,L,W,W,W,L,W,L,W,W,L,W,W,L,L,W,W
2015,2/18/15,La Salle,Duquesne,H,W,87,72,W,L,W,L,W,W,W,L,W,L,L,L,L,L,L,L,W,L,W,L
2015,2/22/15,La Salle,Saint Louis,A,L,64,68,L,W,L,W,W,W,L,W,L,W,W,L,L,L,L,W,L,L,L,L
2015,2/25/15,La Salle,Fordham,A,L,48,63,W,L,W,W,W,L,W,L,W,L,L,L,L,L,L,W,L,W,W,L
2015,3/7/15,La Salle,Dayton,H,W,55,53,W,W,L,W,L,W,L,L,L,L,L,W,L,W,W,W,L,W,W,W
2015,3/13/15,La Salle,Davidson,N,L,66,67,L,W,L,W,L,L,L,L,W,W,L,W,W,W,W,W,W,W,W,W
2015,12/22/14,North Florida,Iowa,A,L,70,80,L,L,L,W,W,W,W,L,L,W,L,L,W,W,W,W,W,W,L,L
2015,12/29/14,North Florida,Tennessee Tech,A,L,84,87,L,L,W,W,W,W,L,L,W,L,L,W,W,L,L,W,L,W,L,W
2015,1/2/15,North Florida,Alabama,A,L,61,76,W,W,W,W,L,L,W,L,L,L,W,W,L,W,W,L,W,L,W,W
2015,1/10/15,North Florida,Jacksonville,A,W,86,63,W,W,W,L,L,W,L,L,L,L,L,L,L,L,L,W,L,W,L,W
2015,1/14/15,North Florida,Florida Gulf Coast,H,W,80,64,W,W,L,L,W,L,L,L,L,W,L,W,W,L,W,L,L,L,L,W
2015,1/22/15,North Florida,Northern Kentucky,A,W,74,66,L,L,W,L,L,L,L,W,W,W,L,L,W,W,L,L,L,L,W,W
2015,1/24/15,North Florida,Lipscomb,A,W,75,66,L,W,L,L,L,L,W,W,W,W,W,L,L,W,L,L,W,W,W,W
2015,1/31/15,North Florida,USC Upstate,H,L,74,79,L,L,L,L,W,W,W,W,W,W,L,W,W,W,W,L,L,L,W,W
2015,2/6/15,North Florida,Jacksonville,H,W,77,50,L,L,L,W,W,W,W,W,W,L,W,L,W,L,W,L,L,L,L,L
2015,2/12/15,North Florida,USC Upstate,A,L,63,80,L,L,W,W,W,W,W,W,L,W,W,W,W,L,L,L,W,W,W,W
2015,2/19/15,North Florida,Lipscomb,H,W,93,78,W,W,W,W,W,W,L,W,L,W,W,W,W,W,L,L,L,L,W,L
2015,2/21/15,North Florida,Northern Kentucky,H,W,88,69,W,W,W,W,W,L,W,L,W,W,W,W,L,W,L,L,W,L,W,L
2015,2/25/15,North Florida,Florida Gulf Coast,A,W,76,62,W,W,W,W,L,W,L,W,W,W,W,W,W,W,W,W,W,W,W,W
2015,3/5/15,North Florida,Lipscomb,H,W,71,57,W,L,W,L,W,W,W,W,W,W,L,L,L,W,L,L,W,L,W,W
2015,3/8/15,North Florida,USC Upstate,H,W,63,57,L,W,L,W,W,W,W,W,W,W,W,W,W,L,W,L,W,L,W,W
2015,12/22/14,Kansas,Temple,A,L,52,77,W,L,W,W,W,W,W,W,W,W,W,L,L,W,W,L,W,W,L,W
2015,12/30/14,Kansas,Kent St.,H,W,78,62,L,W,W,W,W,W,W,W,W,L,W,W,W,L,L,W,W,W,W,L
2015,1/4/15,Kansas,UNLV,H,W,76,61,W,W,W,W,W,W,W,W,L,W,L,W,W,L,W,W,L,W,W,L
2015,1/7/15,Kansas,Baylor,A,W,56,55,W,W,W,W,W,W,W,L,W,W,W,W,L,W,W,W,W,W,W,L
2015,1/10/15,Kansas,Texas Tech,H,W,86,54,W,W,W,W,W,W,L,W,W,W,W,W,W,W,W,L,L,W,L,L
2015,1/17/15,Kansas,Iowa St.,A,L,81,86,W,W,W,W,L,W,W,W,W,W,W,W,W,W,W,W,L,W,W,L
2015,1/28/15,Kansas,TCU,A,W,64,61,W,L,W,W,W,W,W,L,W,W,W,W,W,W,L,L,L,W,L,L
2015,1/31/15,Kansas,Kansas St.,H,W,68,57,L,W,W,W,W,W,L,W,W,W,L,L,L,W,W,W,W,L,W,L
2015,2/2/15,Kansas,Iowa St.,H,W,89,76,W,W,W,W,W,L,W,W,W,W,W,L,W,W,L,W,W,L,W,W
2015,2/10/15,Kansas,Texas Tech,A,W,73,51,W,W,W,L,W,W,W,W,W,L,L,L,L,L,L,W,L,L,W,L
2015,2/14/15,Kansas,Baylor,H,W,74,64,W,W,L,W,W,W,W,W,L,W,L,W,W,L,W,L,W,W,W,L
2015,2/21/15,Kansas,TCU,H,W,81,72,L,W,W,W,W,W,L,W,W,L,W,L,L,L,L,L,L,L,W,W
2015,2/23/15,Kansas,Kansas St.,A,L,63,70,W,W,W,W,W,L,W,W,L,W,L,W,L,L,L,L,L,W,L,L
2015,3/12/15,Kansas,TCU,N,W,64,59,W,L,W,W,L,W,L,W,W,L,L,L,W,W,L,W,L,L,L,W
2015,3/13/15,Kansas,Baylor,N,W,62,52,L,W,W,L,W,L,W,W,L,W,W,L,L,W,W,W,W,L,W,W
2015,3/14/15,Kansas,Iowa St.,N,L,66,70,W,W,L,W,L,W,W,L,W,W,L,W,W,W,L,L,W,W,W,W
2015,3/20/15,Kansas,New Mexico St.,N,W,75,56,W,L,W,L,W,W,L,W,W,L,W,W,W,W,W,W,W,W,W,W
2015,3/22/15,Kansas,Wichita St.,N,L,65,78,L,W,L,W,W,L,W,W,L,W,W,W,W,W,W,W,W,W,L,W
2015,12/25/14,Colorado,Hawaii,N,L,66,69,W,L,W,W,W,L,L,W,W,L,W,L,W,L,W,W,W,L,W,L
2015,1/2/15,Colorado,UCLA,H,W,62,56,L,W,W,W,L,L,W,W,L,L,W,L,L,W,W,W,W,L,L,L
2015,1/4/15,Colorado,USC,H,W,86,65,W,W,W,L,L,W,W,L,L,W,W,L,W,W,W,W,L,W,W,L
2015,1/7/15,Colorado,Utah,A,L,49,74,W,W,L,L,W,W,L,L,W,W,W,W,W,W,W,L,W,W,W,W
2015,1/17/15,Colorado,Arizona St.,A,L,72,78,L,L,W,W,L,L,W,W,L,L,L,W,L,L,W,W,L,L,L,L
2015,1/24/15,Colorado,Washington St.,H,W,90,58,W,W,L,L,W,W,L,L,L,L,L,L,W,W,L,W,W,W,L,L
2015,1/29/15,Colorado,USC,A,W,98,94,W,L,L,W,W,L,L,L,L,W,L,W,W,L,L,W,L,L,L,L
2015,1/31/15,Colorado,UCLA,A,L,59,72,L,L,W,W,L,L,L,L,W,W,L,L,L,L,W,W,W,L,L,W
2015,2/7/15,Colorado,Utah,H,L,51,79,L,W,W,L,L,L,L,W,W,L,W,W,W,W,W,L,W,W,L,W
2015,2/12/15,Colorado,California,H,L,61,68,W,W,L,L,L,L,W,W,L,L,L,L,L,L,L,L,W,W,W,W
2015,2/15/15,Colorado,Stanford,H,W,64,58,W,L,L,L,L,W,W,L,L,L,W,W,W,L,W,W,L,L,W,L
2015,2/18/15,Colorado,Oregon,A,L,60,73,L,L,L,L,W,W,L,L,L,W,L,L,W,W,L,W,W,W,W,L
2015,3/1/15,Colorado,Arizona St.,H,W,87,81,L,W,W,L,L,L,W,L,L,L,W,L,W,L,W,L,W,W,W,L
2015,3/7/15,Colorado,Washington St.,A,L,91,96,W,L,L,L,W,L,L,L,W,W,L,W,L,L,W,L,L,W,L,L
2015,3/12/15,Colorado,Oregon,N,L,85,93,L,L,W,L,L,L,W,W,L,W,W,W,W,W,L,W,W,W,W,W
2015,3/18/15,Colorado,Gardner Webb,H,W,87,78,L,W,L,L,L,W,W,L,W,L,W,L,L,L,W,W,L,W,W,L
2015,3/23/15,Colorado,Seattle,A,L,65,72,W,L,L,L,W,W,L,W,L,W,L,L,W,W,W,L,W,W,L,W
2015,12/28/14,Evansville,Coppin St.,H,W,85,80,W,W,L,W,W,W,W,L,W,W,L,L,L,L,L,L,L,L,L,L
2015,1/4/15,Evansville,Indiana St.,A,L,75,79,L,W,W,W,W,L,W,W,W,W,W,W,L,L,L,L,L,L,L,W
2015,1/7/15,Evansville,Loyola Chicago,H,L,70,71,W,W,W,W,L,W,W,W,W,L,W,L,W,W,W,W,W,W,W,L
2015,1/10/15,Evansville,Bradley,A,W,66,56,W,W,W,L,W,W,W,W,L,L,L,W,L,L,L,L,W,L,W,L
2015,1/14/15,Evansville,Missouri St.,A,W,56,54,W,W,L,W,W,W,W,L,L,W,W,W,L,L,L,W,W,W,L,L
2015,1/17/15,Evansville,Wichita St.,H,L,41,61,W,L,W,W,W,W,L,L,W,W,W,W,W,W,L,W,W,W,W,W
2015,1/21/15,Evansville,Loyola Chicago,A,W,65,56,L,W,W,W,W,L,L,W,W,L,W,W,W,W,W,L,W,L,W,L
2015,1/24/15,Evansville,Southern Illinois,H,W,75,66,W,W,W,W,L,L,W,W,L,W,W,L,L,L,L,L,L,L,W,W
