year,date,team1,team2,team1_venue,team1_outcome,team1_score,team2_score,team1_history_1,team1_history_2,team1_history_3,team1_history_4,team1_history_5,team1_history_6,team1_history_7,team1_history_8,team1_history_9,team1_history_10,team2_history_1,team2_history_2,team2_history_3,team2_history_4,team2_history_5,team2_history_6,team2_history_7,team2_history_8,team2_history_9,team2_history_10
2013,12/20/12,Pepperdine,Tulane,A,L,54,69,L,L,W,W,W,W,L,W,L,W,L,W,W,W,L,W,W,W,L,W
2013,1/3/13,Pepperdine,Gonzaga,H,L,62,78,L,W,W,W,W,L,W,L,W,L,W,W,W,W,W,L,W,W,W,W
2013,1/10/13,Pepperdine,BYU,A,L,51,76,W,W,W,L,W,L,W,L,L,W,W,W,L,W,W,L,W,W,W,W
2013,1/12/13,Pepperdine,San Diego,H,L,50,62,W,W,L,W,L,W,L,L,W,L,L,L,W,W,L,L,L,W,W,W
2013,1/24/13,Pepperdine,Loyola Marymount,A,W,60,57,L,W,L,W,L,L,W,L,L,L,L,L,W,W,L,L,W,L,L,L
2013,1/31/13,Pepperdine,BYU,H,L,61,63,L,W,L,L,W,L,L,L,W,L,W,W,W,W,W,W,L,W,L,W
2013,2/2/13,Pepperdine,San Francisco,H,L,78,86,W,L,L,W,L,L,L,W,L,L,W,L,L,L,L,L,W,W,L,L
2013,2/7/13,Pepperdine,Gonzaga,A,L,56,82,L,L,W,L,L,L,W,L,L,L,W,W,W,W,W,L,W,W,W,W
2013,2/14/13,Pepperdine,Loyola Marymount,H,W,52,50,W,L,L,L,W,L,L,L,L,W,L,W,L,L,L,L,L,L,L,L
2013,2/23/13,Pepperdine,San Francisco,A,L,58,64,L,L,W,L,L,L,L,W,W,L,L,W,W,L,L,W,W,L,L,W
2013,3/2/13,Pepperdine,San Diego,A,L,69,76,W,L,L,L,L,W,W,L,L,L,L,L,L,W,W,L,L,L,L,L
2013,3/7/13,Pepperdine,San Diego,N,L,59,62,L,L,L,L,W,W,L,L,L,L,L,L,W,W,L,L,L,L,L,W
2013,12/18/12,Middle Tennessee,Tennessee St.,H,W,77,48,W,W,L,W,W,W,L,W,W,L,L,L,L,L,W,L,L,W,W,L
2013,12/21/12,Middle Tennessee,Vanderbilt,N,W,56,52,W,L,W,W,W,L,W,W,L,W,L,W,L,L,L,W,L,W,W,W
2013,12/29/12,Middle Tennessee,FIU,H,W,69,52,L,W,W,W,L,W,W,L,W,W,L,L,W,W,L,W,L,L,W,L
2013,1/3/13,Middle Tennessee,Arkansas St.,A,L,60,66,W,W,L,W,W,L,W,W,W,W,W,W,L,L,W,W,L,L,W,W
2013,1/5/13,Middle Tennessee,South Alabama,A,W,60,56,W,L,W,W,L,W,W,W,W,L,L,L,W,W,L,L,W,W,L,W
2013,1/10/13,Middle Tennessee,Florida Atlantic,H,W,62,52,L,W,W,L,W,W,W,W,L,W,L,W,W,L,L,L,W,L,W,W
2013,1/12/13,Middle Tennessee,Louisiana Monroe,A,W,66,57,W,W,L,W,W,W,W,L,W,W,L,L,W,L,L,L,W,L,W,L
2013,1/19/13,Middle Tennessee,Louisiana Lafayette,H,W,82,60,L,W,W,W,W,L,W,W,W,W,L,L,W,L,W,L,L,L,W,L
2013,1/26/13,Middle Tennessee,Western Kentucky,H,W,72,53,W,W,W,L,W,W,W,W,W,W,L,L,W,W,L,L,L,W,L,L
2013,1/31/13,Middle Tennessee,FIU,A,W,66,64,W,W,L,W,W,W,W,W,W,W,L,W,W,W,W,L,W,W,W,L
2013,2/2/13,Middle Tennessee,Florida Atlantic,A,W,73,56,W,L,W,W,W,W,W,W,W,W,L,W,W,L,W,W,L,L,L,W
2013,2/7/13,Middle Tennessee,Arkansas St.,H,W,73,60,L,W,W,W,W,W,W,W,W,W,W,W,W,L,L,W,L,W,W,W
2013,2/21/13,Middle Tennessee,South Alabama,H,W,85,50,W,W,W,W,W,W,W,W,W,W,W,L,W,W,W,L,W,W,W,W
2013,2/23/13,Middle Tennessee,Louisiana Monroe,H,W,87,46,W,W,W,W,W,W,W,W,W,W,L,L,L,L,L,L,L,W,L,L
2013,3/2/13,Middle Tennessee,Western Kentucky,A,W,70,62,W,W,W,W,W,W,W,W,W,W,L,L,W,W,L,L,L,W,W,W
2013,3/9/13,Middle Tennessee,Louisiana Lafayette,N,W,81,66,W,W,W,W,W,W,W,W,W,W,W,L,W,L,W,W,L,L,W,W
2013,3/10/13,Middle Tennessee,FIU,N,L,57,61,W,W,W,W,W,W,W,W,W,W,L,W,W,L,L,W,W,W,L,W
2013,12/29/12,Denver,Louisiana Tech,A,L,60,68,L,W,L,L,L,L,W,W,L,W,W,W,W,W,W,W,L,W,L,W
2013,12/31/12,Denver,UT Arlington,A,W,50,35,W,L,L,L,L,W,W,L,W,L,L,W,L,W,W,L,W,W,L,W
2013,1/3/13,Denver,Texas St.,H,W,64,53,L,L,L,L,W,W,L,W,L,W,L,W,L,L,W,L,L,L,L,L
2013,1/6/13,Denver,UTSA,H,W,75,50,L,L,L,W,W,L,W,L,W,W,W,L,L,L,L,L,W,L,L,L
2013,1/10/13,Denver,Idaho,A,W,55,49,L,L,W,W,L,W,L,W,W,W,W,L,L,W,W,L,L,W,W,L
2013,1/12/13,Denver,Seattle,A,W,64,51,L,W,W,L,W,L,W,W,W,W,L,W,L,L,W,W,L,L,L,L
2013,1/17/13,Denver,San Jose St.,H,W,73,37,W,W,L,W,L,W,W,W,W,W,W,W,L,L,W,W,L,W,W,L
2013,1/19/13,Denver,Utah St.,H,W,68,57,W,L,W,L,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L
2013,1/23/13,Denver,New Mexico St.,A,L,42,53,L,W,L,W,W,W,W,W,W,W,L,W,L,L,W,W,W,W,W,W
2013,1/31/13,Denver,UTSA,A,W,71,57,W,L,W,W,W,W,W,W,W,L,W,L,L,L,L,L,L,L,W,L
2013,2/2/13,Denver,Texas St.,A,W,79,64,L,W,W,W,W,W,W,W,L,W,L,L,L,L,L,L,W,W,W,L
2013,2/7/13,Denver,Seattle,H,W,72,55,W,W,W,W,W,W,W,L,W,W,L,L,L,L,W,L,L,L,W,L
2013,2/9/13,Denver,Idaho,H,W,74,58,W,W,W,W,W,W,L,W,W,W,L,L,L,L,W,L,W,L,W,L
2013,2/14/13,Denver,Utah St.,A,W,63,60,W,W,W,W,W,L,W,W,W,W,W,W,W,L,L,L,L,W,W,W
2013,2/16/13,Denver,San Jose St.,A,W,62,41,W,W,W,W,L,W,W,W,W,W,W,L,L,L,L,L,L,L,L,L
2013,2/23/13,Denver,Northern Iowa,A,W,63,57,W,W,W,L,W,W,W,W,W,W,W,W,L,L,W,W,W,W,W,W
2013,3/2/13,Denver,New Mexico St.,H,W,66,60,W,W,L,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L,W
2013,3/7/13,Denver,UT Arlington,H,W,84,55,W,L,W,W,W,W,W,W,W,W,W,L,W,W,W,W,W,L,W,W
2013,3/9/13,Denver,Louisiana Tech,H,W,78,54,L,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,W,L
2013,3/14/13,Denver,Texas St.,N,L,68,72,W,W,W,W,W,W,W,W,W,W,L,L,L,L,W,W,L,L,W,W
2013,3/21/13,Denver,Maryland,A,L,52,62,W,W,W,W,W,W,W,W,L,W,L,W,L,W,L,L,W,W,L,W
2013,12/13/12,Troy,Alabama St.,A,L,68,74,W,L,L,W,W,W,L,L,L,L,L,W,L,L,L,L,L,L,L,L
2013,12/15/12,Troy,Georgia St.,H,W,57,56,L,L,W,W,W,L,L,L,L,L,L,L,L,L,W,W,W,L,L,W
2013,12/19/12,Troy,Utah Valley,A,L,64,67,L,W,W,W,L,L,L,L,L,W,W,L,W,L,L,L,W,L,W,L
2013,12/27/12,Troy,Florida Atlantic,H,L,54,61,W,W,W,L,L,L,L,L,W,L,L,W,L,W,L,W,W,L,L,L
2013,1/10/13,Troy,Louisiana Monroe,H,W,64,55,L,L,L,L,L,W,L,L,L,W,L,L,L,W,L,L,L,W,L,W
2013,1/17/13,Troy,Florida Atlantic,A,L,59,80,L,L,L,L,W,L,L,L,W,W,W,L,L,L,W,L,W,W,L,W
2013,1/19/13,Troy,FIU,A,L,55,61,L,L,L,W,L,L,L,W,W,L,L,W,L,L,W,W,W,W,L,W
2013,1/24/13,Troy,Arkansas St.,H,W,74,67,L,L,W,L,L,L,W,W,L,L,W,L,L,W,W,W,W,L,L,W
2013,1/26/13,Troy,Louisiana Monroe,A,W,71,64,L,W,L,L,L,W,W,L,L,W,L,L,L,W,L,W,L,L,L,L
2013,1/31/13,Troy,Western Kentucky,A,L,61,65,W,L,L,L,W,W,L,L,W,W,L,W,W,L,L,L,W,L,L,L
2013,2/2/13,Troy,Louisiana Lafayette,H,W,71,52,L,L,L,W,W,L,L,W,W,L,L,W,L,L,L,W,L,L,L,W
2013,2/7/13,Troy,South Alabama,A,L,62,65,L,L,W,W,L,L,W,W,L,W,L,W,L,W,L,W,W,W,L,W
2013,2/14/13,Troy,FIU,H,W,69,61,W,W,L,L,W,W,L,W,L,L,W,L,W,W,W,L,L,W,W,L
2013,2/21/13,Troy,Louisiana Lafayette,A,L,66,76,L,L,W,W,L,W,L,L,W,L,L,W,L,L,L,W,L,W,L,W
2013,2/23/13,Troy,Arkansas St.,A,L,50,58,L,W,W,L,W,L,L,W,L,L,L,W,L,W,W,W,L,W,W,W
2013,3/2/13,Troy,South Alabama,H,L,49,53,W,L,W,L,L,W,L,L,L,L,W,W,L,W,W,W,W,L,W,L
2013,3/8/13,Troy,Florida Atlantic,N,W,81,79,L,W,L,L,W,L,L,L,L,L,L,W,L,L,L,W,L,L,W,W
2013,3/9/13,Troy,Arkansas St.,N,L,63,68,W,L,L,W,L,L,L,L,L,W,W,W,W,L,W,W,W,W,L,L
2013,1/16/13,Lehigh,American,A,W,63,57,W,W,W,W,W,W,W,L,L,W,W,L,W,L,L,L,L,W,L,W
2013,1/23/13,Lehigh,Bucknell,A,W,65,62,W,W,W,W,W,L,L,W,W,W,W,W,W,L,W,W,L,W,W,W
2013,1/27/13,Lehigh,Lafayette,H,L,57,78,W,W,W,W,L,L,W,W,W,W,L,W,L,L,W,W,W,L,L,W
2013,1/30/13,Lehigh,Navy,A,W,71,49,W,W,W,L,L,W,W,W,W,L,W,L,L,L,L,L,L,W,L,L
2013,2/3/13,Lehigh,Army,A,W,85,76,W,W,L,L,W,W,W,W,L,W,L,W,L,L,L,W,L,L,W,W
2013,2/13/13,Lehigh,American,H,W,60,47,L,L,W,W,W,W,L,W,W,W,W,L,W,L,L,W,L,L,W,W
2013,2/18/13,Lehigh,Bucknell,H,L,55,61,W,W,W,W,L,W,W,W,W,L,W,W,W,L,W,W,W,W,W,L
2013,2/24/13,Lehigh,Lafayette,A,L,71,79,W,W,W,L,W,W,W,W,L,L,L,L,W,W,W,L,W,L,W,W
2013,2/27/13,Lehigh,Navy,H,W,72,43,W,W,L,W,W,W,W,L,L,L,W,L,L,L,L,L,L,L,W,L
2013,3/2/13,Lehigh,Army,H,W,81,75,W,L,W,W,W,W,L,L,L,W,L,W,W,L,L,W,W,W,W,W
2013,3/9/13,Lehigh,Lafayette,A,L,69,82,W,W,W,W,L,L,L,W,W,W,W,L,W,L,W,W,W,W,W,W
2013,3/19/13,Lehigh,Wyoming,A,L,66,67,W,W,W,L,L,L,W,W,W,L,L,W,W,L,L,L,L,L,W,L
2013,12/29/12,Northern Illinois,Massachusetts,H,L,59,64,L,L,L,L,L,W,L,L,L,L,W,W,L,L,W,L,W,W,W,W
2013,1/9/13,Northern Illinois,Miami OH,A,W,72,61,L,L,L,L,W,L,L,L,L,L,W,L,W,W,L,L,L,L,W,L
2013,1/19/13,Northern Illinois,Western Michigan,H,L,34,71,L,W,L,L,L,L,L,W,L,L,W,L,L,W,L,W,L,L,L,W
2013,1/23/13,Northern Illinois,Central Michigan,A,W,74,61,W,L,L,L,L,L,W,L,L,L,L,W,W,L,W,L,W,L,L,W
2013,1/26/13,Northern Illinois,Eastern Michigan,A,L,25,42,L,L,L,L,L,W,L,L,L,W,L,L,L,L,L,L,L,W,W,L
2013,1/30/13,Northern Illinois,Kent St.,H,W,67,65,L,L,L,L,W,L,L,L,W,L,L,W,W,W,L,W,W,L,L,L
2013,2/2/13,Northern Illinois,Toledo,H,L,64,69,L,L,L,W,L,L,L,W,L,W,W,W,L,W,W,L,L,L,W,W
2013,2/6/13,Northern Illinois,Bowling Green,H,L,41,57,L,L,W,L,L,L,W,L,W,L,L,L,L,W,L,L,W,L,L,W
2013,2/9/13,Northern Illinois,Buffalo,A,L,54,59,L,W,L,L,L,W,L,W,L,L,L,L,L,L,W,W,L,W,L,L
2013,2/16/13,Northern Illinois,Western Michigan,A,L,58,66,L,L,L,W,L,W,L,L,L,L,L,W,W,W,W,W,W,W,L,L
2013,2/23/13,Northern Illinois,Eastern Illinois,H,L,47,59,L,L,W,L,W,L,L,L,L,L,L,W,W,W,L,W,L,L,W,L
2013,2/27/13,Northern Illinois,Eastern Michigan,H,L,41,53,L,W,L,W,L,L,L,L,L,L,W,L,W,L,W,L,L,W,L,L
2013,3/2/13,Northern Illinois,Central Michigan,H,L,50,69,W,L,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L
2013,3/5/13,Northern Illinois,Toledo,A,L,46,70,L,W,L,L,L,L,L,L,L,L,W,W,W,W,W,L,W,W,L,L
2013,3/11/13,Northern Illinois,Eastern Michigan,A,L,44,45,L,L,L,L,L,L,L,L,L,L,W,L,L,W,L,L,W,W,L,L
2013,1/10/13,Central Arkansas,Stephen F. Austin,H,L,69,77,L,L,L,W,W,W,L,L,L,L,L,W,W,W,L,W,W,W,W,W
2013,1/17/13,Central Arkansas,Sam Houston St.,A,L,52,63,L,W,W,W,L,L,L,L,L,L,W,W,L,L,W,W,W,L,W,W
2013,1/19/13,Central Arkansas,Texas A&M Corpus Chr,A,W,76,67,W,W,W,L,L,L,L,L,L,L,L,L,L,L,L,L,L,L,W,L
2013,1/24/13,Central Arkansas,McNeese St.,H,W,103,98,W,W,L,L,L,L,L,L,L,W,W,W,W,L,L,L,L,W,L,W
2013,1/31/13,Central Arkansas,Southeastern Louisia,H,L,69,70,L,L,L,L,L,L,L,W,W,W,L,L,L,W,W,W,L,L,W,W
2013,2/2/13,Central Arkansas,Nicholls St.,H,W,79,76,L,L,L,L,L,L,W,W,W,L,L,W,L,W,L,W,L,W,W,L
2013,2/7/13,Central Arkansas,Stephen F. Austin,A,L,36,72,L,L,L,L,L,W,W,W,L,W,W,W,W,W,W,W,W,L,W,W
2013,2/14/13,Central Arkansas,Texas A&M Corpus Chr,H,L,68,75,L,L,L,W,W,W,L,W,L,L,L,L,W,L,L,L,L,L,L,W
2013,2/16/13,Central Arkansas,Sam Houston St.,H,L,75,80,L,L,W,W,W,L,W,L,L,L,W,W,W,L,L,L,W,L,W,L
2013,2/19/13,Central Arkansas,Oral Roberts,A,L,65,94,L,W,W,W,L,W,L,L,L,L,W,W,W,W,W,W,L,L,W,W
2013,2/23/13,Central Arkansas,SIU Edwardsville,H,W,80,78,W,W,W,L,W,L,L,L,L,L,W,L,W,L,W,L,L,W,L,L
2013,3/2/13,Central Arkansas,McNeese St.,A,W,68,67,W,L,W,L,L,L,L,L,W,W,L,L,L,L,W,L,W,W,L,W
2013,3/9/13,Central Arkansas,Oral Roberts,H,W,86,84,L,W,L,L,L,L,L,W,W,W,W,W,L,L,W,W,W,L,L,W
2013,3/13/13,Central Arkansas,Sam Houston St.,N,L,63,69,W,L,L,L,L,L,W,W,W,W,L,W,L,W,L,L,L,W,L,L
2013,1/2/13,Massachusetts,Miami OH,A,W,70,69,W,L,L,W,L,W,W,W,W,W,L,W,L,W,W,L,L,L,L,W
2013,1/5/13,Massachusetts,Eastern Michigan,H,W,75,61,L,L,W,L,W,W,W,W,W,W,L,W,W,W,L,W,L,L,L,L
2013,1/10/13,Massachusetts,Saint Louis,A,L,62,70,L,W,L,W,W,W,W,W,W,W,W,L,W,W,W,W,W,W,W,W
2013,1/13/13,Massachusetts,Fordham,A,W,77,73,W,L,W,W,W,W,W,W,W,L,L,L,L,L,L,W,L,W,L,W
2013,1/17/13,Massachusetts,Duquesne,H,W,79,66,L,W,W,W,W,W,W,W,L,W,W,L,W,W,L,W,L,L,L,L
2013,1/19/13,Massachusetts,George Washington,H,L,76,79,W,W,W,W,W,W,W,L,W,W,W,L,L,L,W,W,L,W,L,L
2013,1/27/13,Massachusetts,Richmond,H,W,70,65,W,W,W,W,W,W,L,W,W,L,W,L,L,L,W,W,L,L,W,W
2013,1/30/13,Massachusetts,La Salle,A,W,61,60,W,W,W,W,W,L,W,W,L,W,W,W,L,W,L,W,W,L,W,W
2013,2/6/13,Massachusetts,Rhode Island,H,W,81,53,W,W,W,L,W,W,L,W,W,L,W,L,W,L,L,W,L,L,L,L
2013,2/16/13,Massachusetts,Temple,H,L,82,83,L,W,W,L,W,W,L,W,W,L,W,W,L,W,L,W,L,W,W,L
2013,2/20/13,Massachusetts,St. Bonaventure,A,L,94,99,W,W,L,W,W,L,W,W,L,L,L,L,W,W,L,W,L,W,L,L
2013,3/2/13,Massachusetts,Xavier,A,W,77,72,L,W,W,L,W,W,L,L,L,W,L,L,W,L,W,W,L,W,L,W
2013,3/7/13,Massachusetts,Butler,H,L,62,73,W,W,L,W,W,L,L,L,W,W,W,L,W,W,W,L,W,W,L,L
2013,3/9/13,Massachusetts,Rhode Island,A,W,75,66,W,L,W,W,L,L,L,W,W,L,L,L,L,L,W,W,L,L,L,L
2013,3/14/13,Massachusetts,George Washington,N,W,77,72,L,W,W,L,L,L,W,W,L,W,L,W,L,L,W,L,L,L,L,W
2013,3/15/13,Massachusetts,Temple,N,W,79,74,W,W,L,L,L,W,W,L,W,W,W,W,L,W,W,W,W,W,W,W
2013,3/20/13,Massachusetts,Stony Brook,H,L,58,71,L,L,L,W,W,L,W,W,W,L,W,L,W,W,W,W,W,W,W,L
2013,1/3/13,Cal St. Northridge,UC Riverside,H,L,64,65,W,W,W,W,W,L,L,L,W,L,L,L,L,L,L,W,L,L,L,L
2013,1/9/13,Cal St. Northridge,Long Beach St.,A,L,69,78,W,W,W,L,L,L,W,L,L,L,L,W,W,L,L,L,L,W,L,W
2013,1/12/13,Cal St. Northridge,UC Irvine,A,L,69,79,W,W,L,L,L,W,L,L,L,L,L,L,L,W,L,W,W,L,L,W
2013,1/17/13,Cal St. Northridge,UC Davis,H,L,71,74,W,L,L,L,W,L,L,L,L,L,L,L,W,W,L,W,L,L,W,L
2013,1/19/13,Cal St. Northridge,Pacific,H,L,62,74,L,L,L,W,L,L,L,L,L,L,L,W,W,L,L,L,W,W,W,L
2013,1/24/13,Cal St. Northridge,UC Santa Barbara,A,W,75,69,L,L,W,L,L,L,L,L,L,L,W,L,L,L,L,W,L,L,W,W
2013,1/26/13,Cal St. Northridge,Cal Poly,A,L,64,75,L,W,L,L,L,L,L,L,L,W,L,L,L,W,W,W,L,L,L,W
2013,2/2/13,Cal St. Northridge,UC Riverside,A,W,69,53,L,L,L,L,L,L,L,W,L,W,L,L,W,L,L,L,W,L,L,L
2013,2/7/13,Cal St. Northridge,UC Irvine,H,W,70,61,L,L,L,L,L,L,W,L,W,W,W,L,L,W,W,W,L,L,W,W
2013,2/9/13,Cal St. Northridge,Long Beach St.,H,L,80,83,L,L,L,L,L,W,L,W,W,W,L,W,W,W,W,W,W,W,W,L
2013,2/14/13,Cal St. Northridge,Pacific,A,L,59,66,L,L,L,L,W,L,W,W,W,L,W,W,W,L,W,W,W,W,L,L
2013,2/16/13,Cal St. Northridge,UC Davis,A,L,61,73,L,L,L,W,L,W,W,W,L,L,W,L,W,W,L,W,L,W,L,W
2013,2/23/13,Cal St. Northridge,Southern Utah,A,L,72,73,L,L,W,L,W,W,W,L,L,L,L,L,W,W,W,W,W,L,L,L
2013,2/28/13,Cal St. Northridge,Cal Poly,H,L,61,81,L,W,L,W,W,W,L,L,L,L,L,W,W,L,L,W,W,W,L,W
2013,3/2/13,Cal St. Northridge,UC Santa Barbara,H,L,74,83,W,L,W,W,W,L,L,L,L,L,L,L,L,L,L,W,L,L,L,L
2013,12/19/12,Green Bay,Marquette,H,W,49,47,W,W,L,L,L,W,L,L,L,L,L,W,W,L,W,W,W,L,W,W
2013,12/22/12,Green Bay,South Dakota,H,W,72,55,W,L,L,L,W,L,L,L,L,W,L,L,W,L,L,W,L,L,L,W
2013,1/3/13,Green Bay,Wright St.,A,L,53,64,L,L,L,W,L,L,L,L,W,W,W,L,W,L,W,L,W,W,W,L
2013,1/5/13,Green Bay,Detroit,A,L,76,84,L,L,W,L,L,L,L,W,W,L,L,L,L,W,W,W,L,W,W,W
2013,1/9/13,Green Bay,Loyola Chicago,H,W,58,45,L,W,L,L,L,L,W,W,L,L,W,W,W,W,L,W,W,W,W,L
2013,1/17/13,Green Bay,Youngstown St.,H,W,67,58,L,L,L,L,W,W,L,L,W,W,L,L,L,L,W,L,W,L,W,L
2013,1/19/13,Green Bay,Cleveland St.,H,W,77,50,L,L,L,W,W,L,L,W,W,W,W,L,L,L,L,L,W,L,W,L
2013,1/25/13,Green Bay,Milwaukee,A,W,74,54,L,W,W,L,L,W,W,W,W,L,L,L,L,L,L,L,L,W,L,L
2013,2/2/13,Green Bay,Loyola Chicago,A,W,73,65,W,L,L,W,W,W,W,L,W,L,W,W,L,L,L,L,W,W,L,W
2013,2/7/13,Green Bay,Wright St.,H,L,68,70,L,L,W,W,W,W,L,W,L,W,W,W,W,W,L,W,L,L,L,W
2013,2/9/13,Green Bay,Detroit,H,W,68,59,L,W,W,W,W,L,W,L,W,L,W,W,L,L,W,L,W,W,W,W
2013,2/15/13,Green Bay,Cleveland St.,A,W,66,59,W,W,W,W,L,W,L,W,L,W,L,W,L,L,L,L,W,W,L,L
2013,2/17/13,Green Bay,Youngstown St.,A,W,71,54,W,W,W,L,W,L,W,L,W,W,L,W,W,W,W,L,L,W,L,W
2013,2/23/13,Green Bay,Drake,A,L,54,71,W,W,L,W,L,W,L,W,W,W,L,W,L,W,W,L,L,L,L,W
2013,2/26/13,Green Bay,Milwaukee,H,W,78,61,W,L,W,L,W,L,W,W,W,L,L,L,L,L,L,W,L,L,W,W
2013,3/5/13,Green Bay,Milwaukee,H,W,62,46,W,L,W,L,W,W,W,L,W,L,L,L,L,L,W,L,L,W,W,L
2013,3/20/13,Green Bay,Bradley,A,L,69,75,L,W,W,W,L,W,L,W,W,L,L,W,L,L,W,L,W,L,L,L
2013,1/1/13,Clemson,The Citadel,H,W,92,51,W,L,W,W,L,W,L,W,L,W,W,L,W,L,L,L,L,L,L,L
2013,1/5/13,Clemson,Florida St.,H,L,66,71,L,W,W,L,W,L,W,L,W,W,W,W,L,L,L,W,W,W,W,L
2013,1/8/13,Clemson,Duke,A,L,40,68,W,W,L,W,L,W,L,W,W,L,W,W,W,W,W,W,W,W,W,W
2013,1/12/13,Clemson,Virginia,H,W,59,44,W,L,W,L,W,L,W,W,L,L,W,W,W,W,W,W,L,W,W,L
2013,1/15/13,Clemson,Wake Forest,H,W,60,44,L,W,L,W,L,W,W,L,L,W,L,L,W,L,W,W,W,L,W,W
2013,1/24/13,Clemson,Florida St.,A,L,57,60,L,W,L,W,W,L,L,W,W,L,L,W,W,W,W,L,W,W,L,L
2013,1/27/13,Clemson,Virginia Tech,H,W,77,70,W,L,W,W,L,L,W,W,L,L,W,L,W,L,L,L,L,W,W,L
2013,2/7/13,Clemson,Virginia,A,L,41,78,W,L,L,W,W,L,L,W,W,L,L,W,W,L,L,W,W,W,W,L
2013,2/17/13,Clemson,Miami FL,H,L,43,45,W,W,L,L,W,W,L,L,L,W,W,W,W,W,W,W,W,W,W,W
2013,2/23/13,Clemson,Maryland,A,L,59,72,W,L,L,W,W,L,L,L,W,L,W,L,W,L,L,W,W,L,W,L
2013,2/28/13,Clemson,North Carolina,H,L,59,68,L,L,W,W,L,L,L,W,L,L,W,L,W,W,W,L,L,W,W,W
2013,3/2/13,Clemson,Virginia Tech,A,L,61,69,L,W,W,L,L,L,W,L,L,L,L,L,L,L,L,L,L,L,W,L
2013,3/9/13,Clemson,Miami FL,A,L,49,62,W,L,L,L,W,L,L,L,L,L,W,W,W,W,W,W,L,W,L,L
2013,3/14/13,Clemson,Florida St.,N,L,69,73,L,L,L,W,L,L,L,L,L,L,W,L,L,W,L,L,W,L,W,W
2013,12/21/12,Florida Atlantic,Indiana,A,L,52,88,L,L,W,L,W,L,W,W,L,L,W,W,W,W,W,W,W,W,L,W
2013,12/29/12,Florida Atlantic,Louisiana Monroe,A,L,64,65,W,L,W,L,W,W,L,L,L,W,W,L,L,L,L,L,W,L,L,L
2013,1/3/13,Florida Atlantic,Louisiana Lafayette,H,W,75,70,W,L,W,W,L,L,L,W,L,W,L,L,W,L,W,L,L,W,L,W
2013,1/12/13,Florida Atlantic,Western Kentucky,A,W,65,62,W,W,L,L,L,W,L,W,W,L,W,W,W,L,L,L,W,W,L,L
2013,1/26/13,Florida Atlantic,Arkansas St.,A,L,38,63,L,W,L,W,W,L,W,W,L,L,L,L,W,W,W,W,L,L,W,L
2013,1/31/13,Florida Atlantic,Louisiana Monroe,H,W,76,71,W,L,W,W,L,W,W,L,L,L,L,L,W,L,W,L,L,L,L,L
2013,2/7/13,Florida Atlantic,FIU,A,L,65,84,W,W,L,W,W,L,L,L,W,L,W,W,W,L,W,W,W,L,L,W
2013,2/9/13,Florida Atlantic,South Alabama,A,L,71,72,W,L,W,W,L,L,L,W,L,L,W,L,W,L,W,W,W,L,W,W
2013,2/14/13,Florida Atlantic,Western Kentucky,H,W,84,78,L,W,W,L,L,L,W,L,L,L,L,L,L,W,L,L,L,W,W,L
2013,2/16/13,Florida Atlantic,Louisiana Lafayette,A,L,57,58,W,W,L,L,L,W,L,L,L,W,L,L,W,L,L,L,W,L,W,L
2013,3/2/13,Florida Atlantic,FIU,H,W,77,60,L,L,W,L,L,L,W,L,L,W,W,L,L,W,W,L,L,W,W,W
2013,1/4/13,Texas A&M Corpus Chr,Sam Houston St.,A,L,57,61,L,L,L,L,L,L,L,L,L,L,L,L,L,L,W,W,L,L,W,W
2013,1/10/13,Texas A&M Corpus Chr,McNeese St.,A,L,71,75,L,L,L,L,L,L,L,L,L,L,L,L,L,W,W,W,L,L,L,L
2013,1/17/13,Texas A&M Corpus Chr,Oral Roberts,H,L,52,64,L,L,L,L,L,L,L,L,L,W,L,W,W,L,L,L,W,W,W,L
2013,1/24/13,Texas A&M Corpus Chr,Nicholls St.,A,L,62,69,L,L,L,L,L,L,L,W,L,L,L,L,L,L,W,L,W,L,W,L
2013,1/26/13,Texas A&M Corpus Chr,Southeastern Louisia,A,L,53,67,L,L,L,L,L,L,W,L,L,L,L,L,L,L,W,W,W,L,L,W
2013,2/2/13,Texas A&M Corpus Chr,Sam Houston St.,H,L,51,55,L,L,L,L,L,W,L,L,L,L,W,W,W,L,W,W,W,L,L,L
2013,2/9/13,Texas A&M Corpus Chr,McNeese St.,H,W,61,58,L,L,L,W,L,L,L,L,L,L,L,L,W,L,W,L,L,L,L,W
2013,2/16/13,Texas A&M Corpus Chr,Oral Roberts,A,L,51,56,L,W,L,L,L,L,L,L,W,W,L,W,W,W,W,W,W,L,L,W
2013,2/28/13,Texas A&M Corpus Chr,Southeastern Louisia,H,W,78,64,L,L,L,L,L,W,W,L,L,L,L,W,W,W,L,W,L,W,L,L
2013,3/2/13,Texas A&M Corpus Chr,Nicholls St.,H,W,68,64,L,L,L,L,W,W,L,L,L,W,W,W,L,L,L,L,L,W,L,W
2013,3/9/13,Texas A&M Corpus Chr,Stephen F. Austin,A,L,49,58,L,L,W,W,L,L,L,W,W,L,W,W,W,W,W,L,W,W,W,W
